s,p,o,weight,model
ex:coin_12617,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_12617,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_12618,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_12618,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_12619,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_12619,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_12620,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_12620,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_12621,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_12621,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_12751,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_12751,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_12771,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_12771,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_12785,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_12785,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_12829,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_12829,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_12879,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_12879,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_12934,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_12934,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_12935,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_12935,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_12980,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_12980,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_12981,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_12981,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_12983,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_12983,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_12984,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_12984,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_13184,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_13184,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_13416,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_13416,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_13485,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_13485,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_13544,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_13544,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_13549,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_13549,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_13679,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_13679,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_13742,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_13742,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_13913,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_13913,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_14016,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_14016,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_14288,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_14288,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_14289,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_14289,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_14335,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_14335,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_14405,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_14405,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_14710,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_14710,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_14910,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_14910,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_15080,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_15080,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_15090,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_15090,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_15195,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_15195,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_15196,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_15196,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_15574,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_15574,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_15580,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_15580,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_15581,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_15581,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_15587,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_15587,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_15589,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_15589,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_15595,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_15595,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_15688,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_15688,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_15765,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_15765,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_15773,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_15773,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_15847,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_15847,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_15885,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_15885,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_15942,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_15942,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_15943,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_15943,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_15944,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_15944,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_15945,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_15945,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_15946,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_15946,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_15947,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_15947,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_15954,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_15954,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_15955,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_15955,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_15967,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_15967,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_15970,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_15970,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_16003,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16003,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_16024,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16024,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_16051,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16051,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_16056,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16056,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_16059,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16059,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_16062,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16062,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_16067,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16067,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_16074,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16074,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_16153,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16153,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_16166,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16166,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_16179,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16179,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_16182,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16182,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_16185,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16185,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_16189,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16189,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_16205,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16205,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_16215,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16215,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_16227,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16227,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_16228,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16228,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_16230,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16230,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_16251,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16251,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_16264,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16264,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_16279,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16279,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_16297,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16297,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_16302,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16302,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_16494,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16494,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_16625,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16625,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_16649,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16649,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_16653,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16653,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_16689,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16689,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_16699,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16699,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_16704,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16704,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_16798,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16798,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_16799,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16799,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_16800,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16800,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_16855,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16855,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_16880,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16880,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_16885,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16885,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_16899,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16899,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_16900,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16900,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_16910,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16910,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_16919,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16919,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_16927,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16927,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_16932,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16932,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_16939,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16939,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_16940,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16940,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_16955,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16955,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_16979,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_16979,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_17152,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_17152,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_17170,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_17170,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_17223,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_17223,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_17621,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_17621,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_17688,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_17688,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_17741,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_17741,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_17758,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_17758,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_17762,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_17762,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_17775,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_17775,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_17805,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_17805,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_17826,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_17826,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_17829,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_17829,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_17876,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_17876,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_17881,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_17881,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_17883,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_17883,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_17893,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_17893,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_17894,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_17894,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_17910,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_17910,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_17914,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_17914,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_17916,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_17916,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_17929,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_17929,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_17938,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_17938,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_17956,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_17956,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_17959,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_17959,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_17971,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_17971,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_17977,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_17977,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_17983,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_17983,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_18021,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_18021,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_18275,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_18275,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_18327,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_18327,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_18420,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_18420,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_18438,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_18438,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_18450,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_18450,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_18467,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_18467,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_18470,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_18470,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_18488,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_18488,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_18491,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_18491,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_18705,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_18705,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_18720,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_18720,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_18730,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_18730,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_27971,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_27971,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_27990,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_27990,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_28293,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_28293,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_28294,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_28294,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_28295,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_28295,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_28296,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_28296,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_28297,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_28297,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_28298,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_28298,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_28299,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_28299,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_28300,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_28300,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_28301,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_28301,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_28302,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_28302,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_28303,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_28303,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_28304,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_28304,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_28555,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_28555,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_28670,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_28670,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_28678,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_28678,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_28679,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_28679,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_28680,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_28680,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_28889,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_28889,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_28926,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_28926,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_28934,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_28934,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_29182,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_29182,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_29512,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_29512,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_29784,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_29784,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_29864,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_29864,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_29923,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_29923,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_30639,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_30639,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_31253,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_31253,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_31838,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_31838,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_33162,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_33162,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_33713,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_33713,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_33792,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_33792,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_33995,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_33995,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_35798,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_35798,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_35824,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_35824,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_35825,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_35825,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_35826,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_35826,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_35827,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_35827,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_35828,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_35828,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_35829,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_35829,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_35830,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_35830,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_35831,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_35831,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_35832,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_35832,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_35833,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_35833,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_35834,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_35834,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_35835,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_35835,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_35836,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_35836,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_35837,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_35837,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_35838,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_35838,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_35839,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_35839,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_35840,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_35840,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_35841,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_35841,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_35842,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_35842,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_35843,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_35843,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_35844,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_35844,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_35845,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_35845,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_35846,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_35846,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_35847,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_35847,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_35848,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_35848,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_35923,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_35923,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_35924,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_35924,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_35925,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_35925,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_35926,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_35926,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_35927,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_35927,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_35928,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_35928,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_35929,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_35929,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_35930,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_35930,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_35931,nmo:hasIssuer,ex:issuer_83,1.0,
